formula,natoms,energy,number,has_inversion_symmetry,lgnum,layergroup,bravais_type,thickness,evac,dipz,minhessianeig,dyn_stab,alphax_el,alphay_el,alphaz_el,alphax_lat,alphax,alphay_lat,alphay,alphaz_lat,alphaz,emass_cbm,emass_vbm,is_magnetic,spin_axis,dE_zx,dE_zy,ehull,hform,is_ferroelectric,P_spontaneous_norm,J,lam,A,spin,N_nn,topology,plasmafrequency_x,plasmafrequency_y,halfmetal_gap,halfmetal_gap_dir,gap_gw,vbm_gw,cbm_gw,efermi_gw,E_B,num_elements,element_1,element_2,element_3
MgBr2,3,-9.383536540269148,164,1,72,0,0,3.0140512968315223,2.859909138701849,-6.306682621197594e-12,-1.4811437111035584e-15,1,1.1149205716384516,1.114920571638451,0.32829494377852614,2.2530030884812446,3.367923660119696,2.248919443077921,3.363840014716372,0.05849737587343292,0.38679231965195904,0.3310701027078755,0.7648364193594818,0,2,0.0,0.0,0.0,-1.5323345972522828,0,,,,,,,0,0.0,0.0,,,7.716273016369211,-9.471899966554783,-1.7556269501855715,-5.613763458370178,1.242165782556227,2,Mg,Br,
MgBr2,3,-8.87616734680754,187,0,78,1,0,3.3462900629201364,3.0388562522368425,-4.9095405536426796e-11,-0.19140078365632607,0,1.232699290877139,1.2326992908771452,0.35677068665637823,,,,,,,0.3304006476312846,0.6637543476275997,0,2,0.0,0.0,0.16912306448720274,-1.36321153276508,0,,,,,,,0,0.0,0.0,,,6.501544088154217,-9.06908792444579,-2.5675438362915735,-5.818315880365356,1.232556347863952,2,Mg,Br,
OsI2,3,-12.834996669481503,164,1,72,0,0,2.7334789774153307,3.8409393705979826,4.2863387203034956e-11,-3.2705838633191272e-15,1,4.743515197929174,4.743515197929179,0.3848257293862512,,,,,,,0.5285555379795551,1.9332345601790801,0,2,0.0,0.0,0.4375517058183049,0.4375517058183049,0,,,,,,,0,0.0,0.0,,,2.234861972170756,-4.625256010827459,-2.3903940386567033,-3.507825024741986,0.8692375331328337,2,Os,I,
SnBr2,3,-9.360287873576077,187,0,78,1,0,3.6679479856630905,2.9853342214292558,1.0029369035254343e-13,-0.026111996183272777,0,2.129550773539777,2.129550773539776,0.3983769596327148,,,,,,,1.370239970904953,1.149966751515945,0,2,0.0,0.0,0.08578095982883556,-0.7116231933512331,0,,,,,,,0,0.0,0.0,,,4.268145021958974,-8.047956820788633,-3.7798117988296585,-5.202526806148022,1.575361357280142,2,Sn,Br,
SnBr2,3,-9.617630753062583,164,1,72,0,0,3.3245633373866292,2.7631195440408325,-2.4544095124971786e-14,-0.14017018438043652,0,2.118893127377662,2.1188931273776626,0.36368471037422834,,,,,,,0.3567952494794571,2.0808725547658478,0,2,0.0,0.0,1.4802973661668753e-16,-0.7974041531800685,0,,,,,,,0,0.0,0.0,,,4.0030627054201116,-7.907355966353969,-3.9042932609338576,-5.238647496070937,1.4232335201655455,2,Sn,Br,
GeS2,3,-13.343084222306183,164,1,72,0,0,2.7940182516731795,3.717951072306014,1.980901271739589e-14,-1.5090452226904728e-15,1,3.9662280447401708,3.9662280447401694,0.36117284919187814,5.603700318520187,9.569928363260358,5.375085575471089,9.341313620211258,0.012537038722253977,0.3737098879141321,0.3587581317444014,0.5237784709358878,0,2,0.0,0.0,0.12265027167945242,-0.22369945623707643,0,,,,,,,0,0.0,0.0,,,2.265981066506524,-7.531643416268354,-5.26566234976183,-6.398652883015092,0.7839070917951185,2,Ge,S,
MnO2,3,-24.892087471651873,164,1,72,0,0,1.9200795366474397,3.0497837572640876,-4.1600534933320146e-09,-8.28715119511762e-15,1,2.5936219802023173,2.5936219802023155,0.22326614599273314,5.471694634383388,8.065316614585704,5.486052360416635,8.07967434061895,0.019700532889008405,0.24296667888174156,0.8962519387838718,9.530975258143078,1,2,-0.3246126572093999,-0.32548054707604024,0.018068721956711425,-1.6422754560766404,0,,0.5382692382656589,0.005130573400593776,0.19310817037876404,1.5,6.0,0,0.0,0.0,,,3.191629277991421,-7.82804683201333,-4.636417554021909,-6.232232193017619,0.778491402591192,2,Mn,O,
VTe2,3,-15.85377771783303,187,0,78,1,0,3.505208736916723,4.308559758786518,-1.2603060651590994e-09,-9.71271813843589e-15,1,15.102706174908837,15.102706174908839,0.45825847183539076,0.05291640329850216,15.155622578207339,0.05289213969101531,15.155598314599855,2.0395832786962414e-05,0.4582788676681777,0.6162557090488114,1.743989714423979,1,0,1.9840177523633429,1.9839459212107613,0.01562756802445464,-0.3067059147553384,0,,84.70686542278827,-1.4999358666803648,0.0,0.5,6.0,1,0.0,0.0,,,4.000749563577189,-6.107017887439938,-2.106268323862749,-4.106643105651344,0.41494225557761644,2,V,Te,
PbBr2,3,-9.822997881901461,164,1,72,0,0,3.3285433352792557,2.7966557302321435,-2.6049992952641636e-14,-1.2809294390498674e-14,1,1.8710417910470698,1.8710417910470745,0.3553723334728703,12.405932632293673,14.276974423340743,12.427600299291447,14.298642090338522,0.058747975758563616,0.4141203092314339,0.3348842315951775,2.3761052368658366,0,2,0.0,0.0,0.0,-0.9650768213079157,0,,,,,,,0,0.0,0.0,,,4.207391866800679,-8.574807873435251,-4.367416006634572,-6.471111940034912,1.1859511730538694,2,Pb,Br,
PbBr2,3,-9.57812326640379,187,0,78,1,0,3.6829602831084465,3.03317623177202,-2.910577838379418e-13,-7.006078355878645e-15,1,1.873326002142948,1.8733260021429496,0.39164408659640565,5.547952138619641,7.421278140762588,5.548658696181586,7.421984698324535,0.0629729894835378,0.45461707607994345,0.6297942642434026,1.3253548247618645,0,2,0.0,0.0,0.08162487183255725,-0.8834519494753584,0,,,,,,,0,0.0,0.0,,,4.436109465714198,-8.656757652071256,-4.220648186357059,-6.438702919214158,1.5609399587431725,2,Pb,Br,
FeBr2,3,-13.359248710745643,187,0,78,1,0,3.286250443085528,3.425715347963733,-1.2955491003397695e-09,8.03469755737577e-16,1,8.764841093565975,8.76484109356599,0.4263433906168789,0.09987577753021645,8.864716871096192,0.11012635731956064,8.87496745088555,0.020177072615939203,0.44652046323281813,0.8823767362904921,0.8349973034020349,1,0,0.09238250416387928,0.09223363801424966,0.08149539435740157,-0.38280183650268523,0,,12.098686115354695,-0.07061481587911089,0.23727181141926698,2.0,6.0,1,0.0,0.0,,,0.7591576216424405,-5.264963995654828,-4.505806374012387,-4.885385184833607,0.5052381307486461,2,Fe,Br,
PtSe2,3,-14.559603637603868,164,1,72,0,0,2.6196174497051317,3.6743055677775347,-3.217928688635218e-10,-4.954948504468635e-15,1,7.067946025638867,7.067946025638866,0.3847451669148007,0.4100048265162971,7.477950852155164,0.40800970210096765,7.475955727739834,2.4508523931866933e-05,0.3847696754387326,0.3272417286808719,3.0283199894227164,0,2,0.0,0.0,7.401486830834377e-17,-0.4133001782387969,0,,,,,,,0,0.0,0.0,,,2.380966208275626,-6.244601805565694,-3.8636355972900684,-5.054118701427882,0.5114137640306967,2,Pt,Se,
YBr2,3,-13.046738937550526,187,0,78,1,0,3.72095513932486,3.475662321264272,1.0268068953722009e-09,-4.641035546486976e-15,1,3.1408766409147613,3.1408766409147644,0.387533165463212,1.256598765799185,4.397475406713946,1.2294242473224302,4.370300888237194,0.02913002077253911,0.4166631862357511,1.8501709653498357,1.2318331770002637,1,1,0.11930512653179903,0.1193209545249374,0.016448334704337302,-1.7286898543230143,0,,16.987211614093667,-0.08337715181975607,0.0,0.5,6.0,0,0.0,0.0,,,1.5740919111649525,-4.460110630774912,-2.886018719609959,-3.673064675192436,0.5363344785011301,2,Y,Br,
CaBr2,3,-11.07731591474828,187,0,78,1,0,3.5143196063686455,2.974280988308383,1.3305006963363935e-14,-4.533436813478227e-15,1,1.056570243133583,1.0565702431335833,0.3489294056388635,1.805881454930646,2.8624516980642287,1.8064352095419434,2.8630054526755266,0.07634874733557234,0.42527815297443583,1.3808314691691896,1.423790840079663,0,2,0.0,0.0,0.12879368998819452,-1.9654142867486906,0,,,,,,,0,0.0,0.0,,,7.586742996993701,-9.784014174940074,-2.197271177946373,-5.9906426764432235,2.1723017911220035,2,Ca,Br,
CaBr2,3,-11.463696984712863,164,1,72,0,0,3.120745988934882,2.7174906523751354,2.53220305737664e-14,-7.78182576261704e-16,1,0.9680146736170269,0.9680146736170269,0.3139727090067413,1.7675392042610303,2.7355538778780573,1.8395423544190406,2.8075570280360673,0.07331598233542891,0.3872886913421702,1.0851942729646955,0.9515906277835756,0,2,0.0,0.0,0.0,-2.094207976736885,0,,,,,,,0,0.0,0.0,,,8.458041586588111,-9.815367127799963,-1.3573255412118523,-5.586346334501581,1.980412670400212,2,Ca,Br,
PdCl2,3,-8.438800536299611,164,1,72,0,0,2.7190116166926632,3.031763253093446,-3.448552122663881e-10,-1.0957848572613595e-15,1,2.38244322552535,2.3824432255253503,0.31111192040752,1.199892842285567,3.5823360678109166,1.2098287104862804,3.5922719360116306,0.016081164751246588,0.3271930851587666,1.2488104118010235,2.282528101030604,1,1,0.0081217751812801,0.011826862191810505,0.1656472776101031,-0.3495274097138328,0,,11.963113877470732,-0.003217590716531049,0.002411718412531627,1.0,6.0,1,0.0,0.0,,,2.5115507171848623,-7.100347828914318,-4.588797111729455,-5.844572470321886,1.5591355671876492,2,Pd,Cl,
FeCl2,3,-14.635342106486345,187,0,78,1,0,3.0788171637219666,3.504216820299625,-1.681010607588151e-08,-2.0933908388923265e-14,1,6.6666065983158695,6.666606598315857,0.38725061130036453,0.26743016414025234,6.934036762456122,0.270060393840705,6.936666992156562,0.02351950942586936,0.41077012072623387,0.8378963939314409,0.8057225993963207,1,2,-0.18978420129656115,-0.1901952931859796,0.06702106620731103,-0.6744870174424923,0,,15.11777413687554,-0.035301137595311616,0.1972295754886962,2.0,6.0,1,0.0,0.0,,,0.921467357645217,-5.572726688882286,-4.6512593312370685,-5.1119930100596775,0.5835952526880921,2,Fe,Cl,
ZnI2,3,-5.615137751487632,164,1,72,0,0,3.2548115370247714,3.3347221444643287,3.0805027026248567e-14,-1.35063635708499e-14,1,2.476038347838824,2.4760383478388235,0.40873564922560884,,,,,,,0.441335276416006,0.4605423549205033,0,2,0.0,0.0,0.124459539567499,-0.4914089172036397,0,,,,,,,0,0.0,0.0,,,3.5840272492609047,-7.108395666650474,-3.5243684173895695,-6.0623852466607335,0.9605321534596347,2,Zn,I,
ZnI2,3,-5.074631418300903,187,0,78,1,0,3.6045412542032693,3.4579009342150293,2.8885319330518085e-14,-2.0124693168677443,0,2.6923307697205443,2.692330769720548,0.4417808393700988,,,,,,,0.44762431373563677,0.42283050428509433,0,2,0.0,0.0,0.30462831729640855,-0.31124013947473017,0,,,,,,,0,0.0,0.0,,,2.6684335232056564,-6.620763051955956,-3.9523295287502993,-5.603653506326507,0.9465056607907416,2,Zn,I,
TiSe2,3,-16.670125347093062,187,0,78,1,0,3.2398796543619515,3.980236237490234,-3.2528469118901974e-14,-1.246017583285975e-13,1,7.311015189716854,7.31101518971686,0.4035750199911839,3.8089451331574993,11.119960322874354,3.808445010334403,11.119460200051263,0.014312433065193744,0.41788745305637764,0.9723863843476445,1.5303572523423838,0,2,0.0,0.0,0.12638968094183647,-1.0049232087240583,0,,,,,,,0,0.0,0.0,,,1.48052630070074,-6.416185692002483,-4.935659391301743,-5.675922541652113,0.7158914978456613,2,Ti,Se,
HgCl2,3,-6.346388659470982,164,1,72,0,0,2.9192085771686687,2.8755591406747016,2.5064549414305618e-11,-5.147476685157754e-16,0,1.4918453639020883,1.4918453639020899,0.31160756774577403,,,,,,,0.583040537649483,1.2821551468025418,0,2,0.0,0.0,0.02636999688974691,-0.6302658687821138,0,,,,,,,0,0.0,0.0,,,4.617890673744072,-9.18781029530476,-4.569919621560688,-6.878864958430361,1.5646959505328915,2,Hg,Cl,
HgCl2,3,-6.033752951116455,187,0,78,1,0,3.3146326911911146,3.142428896788891,9.694499497896565e-13,-1.0217040255439858,0,1.723416916519835,1.7234169165198343,0.35012167522614723,,,,,,,0.4865309672577133,7.102533863470958,0,2,0.0,0.0,0.13058189967458933,-0.5260539659972713,0,,,,,,,0,0.0,0.0,,,4.190086686210705,-9.439459784197869,-5.249373097987162,-6.296894769538499,1.4637453688397395,2,Hg,Cl,
MoS2,3,-22.121104868435815,187,0,78,1,0,3.12711264635152,4.530735699811391,1.1033907114109559e-11,-8.487811379361733e-15,1,6.192093166810009,6.19209316681001,0.37390231635713794,0.09597286990874913,6.288066036718758,0.09617087607081891,6.288264042880829,0.0005342665576929332,0.3744365829148309,0.42699822770383555,0.5298805588265798,0,2,0.0,0.0,0.0,-0.920927544752896,0,,,,,,,0,0.0,0.0,,,2.5329069544399143,-5.960930012541464,-3.42802305810155,-4.694476535321507,0.5467357996085316,2,Mo,S,
WS2,3,-22.261998009484405,187,0,78,1,0,3.14559487597237,4.644735994371812,-7.390904355928587e-11,7.338510366212802e-16,1,5.577107632296424,5.57710763229642,0.37328122126390256,0.026919404184993986,5.604027036481418,0.02690154179600428,5.6040091740924245,0.00023771712510243565,0.373518938389005,0.37346221349783704,0.6559746562915167,0,2,0.0,0.0,0.0,-0.8735485740690395,0,,,,,,,0,0.0,0.0,,,2.53240643565734,-6.018196680407694,-3.485790244750354,-4.751993462579024,0.5160731077877536,2,W,S,
ScO2,3,-22.190280323323105,187,0,78,1,0,2.070793893537431,2.709802340874761,4.756792022820493e-07,-8.826927793288955e-15,1,1.0256873695089332,1.0256873695089337,0.23197705373118135,1.6055121103626762,2.6311994798716096,1.5961227687212738,2.6218101382302077,0.02723767154499982,0.25921472527618117,3.046859111105969,9.439262073983093,1,1,0.0010960523582070891,0.0010986700544890482,0.5858755847055205,-2.427331494927273,0,,14.67128133958795,-0.004285946488380432,0.0,0.5,1.0,0,0.0,0.0,,,4.420820561387706,-9.130061297375683,-4.7092407359879775,-6.91965101668183,3.8098657562152636,2,Sc,O,
TiBr2,3,-13.293868089945583,187,0,78,1,0,3.387706917308005,3.6645160019473444,-1.6901181941389224e-10,-3.5038005125876813e-15,1,7.814188789151948,7.814188789151951,0.3850877997275552,0.02119575824712814,7.835384547399076,0.021162132490593732,7.8353509216425445,0.006859337777480809,0.391947137505036,1.678674745914892,0.5881358466263674,0,2,0.0,0.0,0.03321392080410016,-1.14498967080566,0,,,,,,,0,0.0,0.0,,,1.4211583470202078,-3.8015672652309735,-2.3804089182107657,-3.0909880917208694,0.5913565125546694,2,Ti,Br,
SnSe2,3,-12.064124266519803,164,1,72,0,0,3.1858620391484713,3.6310476254814734,-3.9095469804384533e-14,-2.8757665412334314e-15,1,4.615334773911817,4.615334773911819,0.40568882080741264,5.021114788969605,9.636449562881422,4.9553882960063085,9.570723069918127,0.012224215044097684,0.41791303585151035,0.4020372065809728,0.4885255177729326,0,2,0.0,0.0,0.0,-0.3474164432017138,0,,,,,,,0,0.0,0.0,,,1.9121600644033614,-6.883779353499887,-4.971619289096525,-5.927699321298206,0.7120750058207397,2,Sn,Se,
SnI2,3,-8.628797867752295,164,1,72,0,0,3.6917242316065852,3.1167982459830057,3.573116005921537e-15,-2.0177360416742475e-14,1,3.030631342772338,3.030631342772343,0.4307141920680316,16.09581502887633,19.12644637164867,16.128476024653327,19.15910736742567,0.0377511568743309,0.46846534894236247,0.2866341237161439,1.3446347586536247,0,2,0.0,0.0,0.0,-0.5385597834763249,0,,,,,,,0,0.0,0.0,,,3.3117158184424627,-7.0125019575947745,-3.700786139152312,-5.356644048373543,0.9460799691434492,2,Sn,I,
SnI2,3,-8.373913251883346,187,0,78,1,0,4.027709593161607,3.3242022657486756,1.826996884817506e-14,-2.0032011597551563e-14,1,2.9894372486069525,2.98943724860695,0.4661243842219915,8.305041280037305,11.294478528644257,8.33591678920433,11.32535403781128,0.0477666122573071,0.5138909964792986,0.8266069624914044,0.6253663748947924,0,2,0.0,0.0,0.0849615386229831,-0.4535982448533418,0,,,,,,,0,0.0,0.0,,,3.3321195565566994,-6.980530592533839,-3.6484110359771393,-4.760486942879616,1.160876062705412,2,Sn,I,
PtO2,3,-18.250458208318328,164,1,72,0,0,1.88583555490694,3.19144287845912,-4.834834525381116e-10,-1.5587589250030437e-14,1,2.8032005437042735,2.803200543704267,0.22856830488071697,1.036788548088083,3.8399890917923565,1.0360643604829225,3.839264904187189,0.005680489734123092,0.23424879461484005,2.1824617342591783,8.206436349775904,0,2,0.0,0.0,0.005568644534975038,-0.5492785540801558,0,,,,,,,0,0.0,0.0,,,3.5927850378282535,-7.726588758703893,-4.1338037208756395,-5.930196239789766,1.503081547805778,2,Pt,O,
GeO2,3,-19.4735315655112,164,1,72,0,0,1.958881567896654,3.435560211960609,-8.60981702968695e-15,-6.6586348143723545e-15,1,1.124427855852898,1.1244278558528986,0.22062862842402392,2.7596867193334065,3.884114575186304,2.879739047433355,4.0041669032862535,0.0427032315391381,0.263331859963162,0.3577923679839535,3.0872258993022372,0,2,0.0,0.0,0.07845125804849218,-1.5697177500420274,0,,,,,,,0,0.0,0.0,,,7.022581804967274,-10.868454945432404,-3.845873140465131,-7.357164042948768,1.971548231123073,2,Ge,O,
GeO2,3,-17.792943107639303,187,0,78,1,0,2.3210324364214117,3.742212793054229,-2.2882011424918762e-14,-3.16240999562539,0,1.5596430390615952,1.5596430390615963,0.25242091236344516,,,,,,,0.3087368954623208,5.960049270717853,0,2,0.0,0.0,0.6386474106724572,-1.0095215974180622,0,,,,,,,0,0.0,0.0,,,5.107675808713552,-10.898155464640597,-5.7904796559270455,-7.493038258793674,1.9655272947349731,2,Ge,O,
ZrI2,3,-13.00432362506771,187,0,78,1,0,3.8782904725522265,4.204095850476547,-4.655682771230226e-11,-4.138761165189164e-15,1,7.219624854206372,7.219624854206365,0.4601576877051983,1.9469373265277575e-06,7.219626801143699,6.365907083318024e-07,7.219625490797073,0.0021808995825079508,0.46233858728770627,0.8075815688587142,0.325753164013512,0,2,0.0,0.0,0.02948039412916792,-0.8814976344423903,0,,,,,,,0,0.0,0.0,,,1.4278630958851566,-3.7078589296881583,-2.2799958338030013,-3.0595526200979766,0.6442942804693391,2,Zr,I,
SrBr2,3,-10.942559629385824,187,0,78,1,0,3.605633198978751,2.9154980278958913,2.7186810867526843e-14,-1.5539133562860745e-14,1,0.9392698544643907,0.9392698544643928,0.34075987864461355,1.6035352282791844,2.542805082743575,1.6034932525814336,2.5427631070458263,0.09294473099478358,0.4337046096393971,0.422880052881843,8.34417811948498,0,2,0.0,0.0,0.1396439247801536,-2.033058699155753,0,,,,,,,0,0.0,0.0,,,7.481589820473397,-9.93203274435024,-2.4504429238768424,-3.4759525124818706,2.207710218932574,2,Sr,Br,
SrBr2,3,-11.309566120063234,164,1,72,0,0,3.131447037588771,2.614135098553001,2.0320483996382577e-14,-2.036169858973192e-14,1,0.8692300881405972,0.8692300881405972,0.3012806741977354,1.6476224900084697,2.516852578149067,1.6471416303694928,2.51637171851009,0.09350059408360396,0.39478126828133936,0.4026537074050228,24.40161699157545,0,2,0.0,0.0,0.01730842788768368,-2.155394196048223,0,,,,,,,0,0.0,0.0,,,8.308701112330754,-9.905753598461931,-1.5970524861311772,-5.751403042296554,1.6561216873819262,2,Sr,Br,
PdSe2,3,-11.579910747230102,164,1,72,0,0,2.6261168079604875,3.523316963284838,2.167762296212163e-09,-2.206651429083318e-15,1,10.799209702920122,10.799209702920116,0.387385911737054,0.7172923747402524,11.516502077660373,0.7216850520703182,11.520894754990435,1.2147673041267794e-06,0.38738712650435814,0.2647081336974254,0.7087034286016791,0,2,0.0,0.0,0.025946697146483972,-0.26475788320032834,0,,,,,,,0,0.0,0.0,,,1.614912444190729,-5.999824305455475,-4.384911861264746,-5.192368083360111,0.39753628365212884,2,Pd,Se,
ZrBr2,3,-14.590325573316,187,0,78,1,0,3.6523848530272502,3.8685777341697216,8.296513921495208e-11,-3.816864263418006e-15,1,5.871087788266393,5.871087788266395,0.40342427593556723,0.1113385767067245,5.982426364973117,0.11047129222781371,5.981559080494209,0.006927029151721718,0.41035130508728895,0.8899701331116129,0.41109447987347075,0,2,0.0,0.0,0.00013837169266217586,-1.3393983584588014,0,,,,,,,0,0.0,0.0,,,1.7369705379957243,-4.043183680716084,-2.3062131427203596,-3.2457414503991795,0.8274188362337275,2,Zr,Br,
PbO2,3,-16.417783355693814,164,1,72,0,0,2.117238312289359,3.1696413007352424,-3.399278790390157e-14,-5.292369051880635e-15,1,1.9517938312508287,1.9517938312508276,0.23844084559722212,3.38846930127178,5.340263132522609,3.5020875238429543,5.453881355093782,0.04124044067523969,0.2796812862724618,0.4630539207618192,13.42432270908139,0,2,0.0,0.0,0.09435902876056564,-0.8035466170444773,0,,,,,,,0,0.0,0.0,,,2.994523412300276,-9.240649673427448,-6.2461262611271735,-7.743387967277311,1.1942658445033283,2,Pb,O,
TiCl2,3,-14.870900157417552,187,0,78,1,0,3.1717191271673704,3.7483475011883467,-4.45337486270682e-08,-1.6728969493398535e-14,1,6.559651967334227,6.559651967334227,0.3418357565781361,0.07599234678183628,6.635644314116063,0.07641297856999629,6.636064945904223,0.009521176088449056,0.35135693266658513,1.991934466611133,0.6102887354225364,0,2,0.0,0.0,0.006991561621454719,-1.5369877423225553,0,,,,,,,0,0.0,0.0,,,1.6364286912586663,-4.250054859750134,-2.613626168491467,-3.4866470483264913,0.8258007325827961,2,Ti,Cl,
TiS2,3,-18.339142142683514,187,0,78,1,0,3.020062221279696,3.8981069388559506,-3.4905032669585777e-10,-0.49084983478025895,0,5.098616873293955,5.098616873293951,0.36638927140424565,,,,,,,1.3209882553144543,1.3296013616506033,0,2,0.0,0.0,0.14464032229737475,-1.1644198134541348,0,,,,,,,0,0.0,0.0,,,2.207554722720058,-7.487918071190295,-5.280363348470237,-6.4870821941226176,0.9768689885650591,2,Ti,S,
RuCl2,3,-13.934755731700154,164,1,72,0,0,2.4547522887126316,3.348236052425009,-1.4050361278838138e-09,-4.336777898799457e-15,1,3.1719756622068003,3.171975662206799,0.2934244392314447,0.25903185712257226,3.4310075193293725,0.2573606395449116,3.4293363017517104,0.005712471840821112,0.2991369110722658,1.045556966365918,5.1741610183811995,0,2,0.0,0.0,0.20591233013779942,-0.3004525124281538,0,,,,,,,0,0.0,0.0,,,2.6243681000673487,-5.2211756033924255,-2.596807503325077,-3.9089915533584154,1.6634770464391044,2,Ru,Cl,
RuCl2,3,-12.858799906261643,187,0,78,1,0,3.296701373154278,3.6393436894713993,-7.076690373470773e-07,-1.701807602041831e-14,1,4.806446449455652,4.806446449455654,0.3526934600155929,0.2101406441872441,5.016587093642896,0.21141496131468576,5.01786141077034,0.0133156617852106,0.36600912180080347,0.7718926849056225,3.906380814159525,1,2,-3.326987776176793,-3.3301044148856818,0.5645642719506364,0.05819942938468318,0,,18.12421027587874,-0.16747712804487946,1.7716342458887386,2.0,6.0,1,0.0,0.0,,,1.2912346773743393,-5.936600967509562,-4.645366290135223,-5.290983628822392,0.40732228901299883,2,Ru,Cl,
Br2Ge,3,-9.172591589979179,187,0,78,1,0,3.524957668775013,3.0686234157134527,-5.3304529247305404e-14,-0.6797854769243707,0,2.440159897764316,2.4401598977643144,0.3989685138114854,,,,,,,1.1852127219263824,0.776397306244164,0,2,0.0,0.0,0.11179885522418036,-0.4958631203922434,0,,,,,,,0,0.0,0.0,,,4.28796695559951,-7.948260808894562,-3.6602938532950535,-4.782285410326843,1.4554347859187624,2,Br,Ge,
Br2Ge,3,-9.50798815565172,164,1,72,0,0,3.2108596945146104,2.8759744482591874,4.0017055153238625e-14,-0.07581171723003371,0,2.485282788136099,2.4852827881361,0.3672304682677196,,,,,,,0.3110642135545809,1.242392927893082,0,2,0.0,0.0,0.0,-0.6076619756164238,0,,,,,,,0,0.0,0.0,,,4.130437883245604,-7.869113008590019,-3.7386751253444146,-4.760618417311354,1.3380959779071073,2,Br,Ge,
HfO2,3,-25.996743806283995,187,0,78,1,0,2.336571583601394,3.674479011060453,-7.267513381840788e-12,-4.1421269979876945,0,1.3553228559030974,1.3553228559030976,0.23186133753726612,,,,,,,1.539999550570872,4.420823710233763,0,2,0.0,0.0,0.7696147621530187,-2.747372035827334,0,,,,,,,0,0.0,0.0,,,4.700114096486321,-9.783906137642983,-5.083792041156661,-7.433849089399521,2.1981836835858464,2,Hf,O,
HfO2,3,-27.66440891469683,164,1,72,0,0,1.9448591834669173,3.230656878834379,-4.8456271549160564e-14,-4.140707558175973e-15,1,1.1975699507272044,1.1975699507272037,0.20911184662079266,7.049172749486347,8.246742700213552,7.010001754571548,8.207571705298752,0.07244378190381044,0.2815556285246031,1.7128384846710238,1.8273538210059816,0,2,0.0,0.0,0.21372639268207413,-3.3032604052982784,0,,,,,,,0,0.0,0.0,,,7.938611213451889,-9.6194702228107,-1.6808590093588112,-5.650164616084755,2.1639527942423005,2,Hf,O,
MoTe2,3,-18.51337752553299,187,0,78,1,0,3.610199999999999,4.754314333784807,-3.266615155484621e-14,2.5924296586317076e-15,1,9.468330635573816,9.468330635573825,0.46700584531721523,1.032273439662999,10.500604075236815,1.035044950538576,10.503375586112401,0.003509653058365255,0.4705154983755805,0.4720107813973335,0.5794869918760435,0,2,0.0,0.0,7.401486830834377e-17,-0.3005233594690064,0,,,,,,,0,0.0,0.0,,,1.5626285814924223,-4.719767459126061,-3.1571388776336384,-3.9384531683798496,0.4550100661227572,2,Mo,Te,
ZrSe2,3,-18.470336634042514,164,1,72,0,0,3.1612106102641775,3.81934088950746,4.760918235733672e-14,-7.66445935073825e-14,1,6.558340890361878,6.55834089036188,0.3845394780347303,31.216543281281727,37.774884171643606,31.251367825284706,37.809708715646586,0.01846670077152209,0.4030061788062524,0.6115361673788087,0.19765485648017606,0,2,0.0,0.0,0.0,-1.3672498309035443,0,,,,,,,0,0.0,0.0,,,1.69120135549301,-6.310489008648394,-4.619287653155383,-5.464888330901888,0.3813052403153976,2,Zr,Se,
ZrSe2,3,-18.038214523460404,187,0,78,1,0,3.3731489229096248,4.022589087646057,-5.3798802606036594e-14,-0.2535811656027932,0,4.843985396250304,4.843985396250302,0.40812532279515096,,,,,,,0.9311234152211327,0.9981212607088863,0,2,0.0,0.0,0.14404070352737008,-1.2232091273761743,0,,,,,,,0,0.0,0.0,,,2.182697769346658,-7.239333072952976,-5.056635303606319,-6.172338895006853,0.9193978986442418,2,Zr,Se,
HfBr2,3,-14.145216237427833,187,0,78,1,0,3.6973960898101064,3.985772779543784,1.1701044934609577e-08,-4.009373781942416e-15,1,5.194538761066577,5.194538761066575,0.40416044550943553,0.26409745997829304,5.458636221044871,0.2637648407832293,5.458303601849804,0.007316915623109532,0.41147736113254507,0.7137049570562735,0.34997981303574577,0,2,0.0,0.0,0.006619349294049688,-1.156654875069502,0,,,,,,,0,0.0,0.0,,,1.7592052825955982,-3.983873156609627,-2.224667874014029,-3.162904291428587,0.8083211625734403,2,Hf,Br,
VSe2,3,-17.6144491276158,187,0,78,1,0,3.2037124858912964,4.135278102955249,4.2243559448383145e-10,-1.6374225451416774e-14,1,9.420919424972201,9.420919424972208,0.4021265285038645,0.10813777243824295,9.529057197410443,0.10826182021485334,9.529181245187061,0.000731512411035028,0.4028580409148995,0.8619358670680588,0.8663033274165913,1,0,0.6059959394519865,0.6059585973616777,0.0,-0.7082671161326175,0,,78.6120068860896,-0.44740215832916874,0.0,0.5,6.0,1,0.0,0.0,,,0.1791147809613659,-5.026348260851145,-4.847233479889779,-4.936790870370462,0.48367360523547864,2,V,Se,
