formula,natoms,energy,number,has_inversion_symmetry,lgnum,layergroup,bravais_type,thickness,evac,dipz,minhessianeig,dyn_stab,alphax_el,alphay_el,alphaz_el,alphax_lat,alphax,alphay_lat,alphay,alphaz_lat,alphaz,emass_cbm,emass_vbm,is_magnetic,spin_axis,dE_zx,dE_zy,ehull,hform,is_ferroelectric,P_spontaneous_norm,J,lam,A,spin,N_nn,topology,plasmafrequency_x,plasmafrequency_y,halfmetal_gap,halfmetal_gap_dir,gap_gw,vbm_gw,cbm_gw,efermi_gw,E_B
MoO2,3,-27.388485119966422,187,0,78,1,0,2.4500007167386437,4.1282673915061325,-1.6793185867426306e-14,-1.2116624723487126e-14,1,4.012267913009548,4.012267913009545,0.24705858632845595,0.7869290174297187,4.799196930439267,0.7949224178749574,4.807190330884502,0.00870145744713492,0.25576004377559086,0.41889813567489875,0.7634431054139431,0,2,0.0,0.0,0.0280620116981171,-1.979256807999711,0,,,,,,,0,0.0,0.0,,,2.3167587021309046,-6.913336824298944,-4.596578122168039,-5.754957473233492,0.7876720183393643
HgI2,3,-4.345323459867086,187,0,78,1,0,3.8356209996803123,3.40358138345678,-7.664081123131386e-11,-1.5557780951183309,0,3.3487220973379017,3.3487220973378986,0.4577567154627968,,,,,,,0.5435520891942334,0.5608995539972289,0,2,0.0,0.0,0.18887672842878947,-0.16769001195426161,0,,,,,,,0,0.0,0.0,,,2.0690406935511327,-6.755105458208744,-4.686064764657612,-5.761854366984711,0.7962124199020479
NiO2,3,-19.622281704409026,164,1,72,0,0,1.8988213074822156,2.95021924646025,-8.387257593256185e-10,-7.573290545544511e-15,1,4.467333214804636,4.467333214804636,0.24839139490744502,1.2314391029147767,5.698772317719413,1.2332909140127362,5.700624128817372,0.003710113769207819,0.2521015086766528,0.9478327453989495,13.57758086966933,0,2,0.0,0.0,0.0,-0.7088421674728119,0,,,,,,,0,0.0,0.0,,,2.3464667865218782,-8.200599770901498,-5.854132984379619,-7.027366377640558,1.2121363390942694
OsBr2,3,-13.297949896169285,164,1,72,0,0,2.5254900989555935,3.3888247881060956,2.130462880427035e-13,-3.528957696202145e-15,1,3.701061308117669,3.701061308117669,0.3248177388099032,,,,,,,0.7383587932277864,2.013291772274413,0,2,0.0,0.0,0.402396318972025,0.35400055565539645,0,,,,,,,0,0.0,0.0,,,2.463474323702265,-4.822618858283237,-2.3591445345809716,-3.590881696431999,1.234527048237509
WSe2,3,-20.23394890963929,187,0,78,1,0,3.3585528043928186,4.6892758665532925,7.96146364817403e-11,-3.512239176863594e-15,1,6.590044311772052,6.590044311772048,0.41156286147966037,0.13161260525085988,6.721656917022912,0.13175035872185842,6.721794670493907,0.0007755009565511961,0.4123383624362116,0.3526484956268399,0.39679317981721296,0,2,0.0,0.0,0.0,-0.5943745345874092,0,,,,,,,0,0.0,0.0,,,2.1039151217748224,-5.316071917472674,-3.212156795697851,-4.264114356585262,0.48001199602049094
HfSe2,3,-18.518857514424067,164,1,72,0,0,3.151778041556679,3.8675610905851654,-9.670397739618788e-13,-1.5872084035015166e-14,1,5.380590014553238,5.380590014553239,0.3748443208202123,22.092868223028866,27.473458237582104,21.570756729776395,26.951346744329634,0.016806219169942193,0.3916505399901545,0.612794667123515,0.19855216810995072,0,2,0.0,0.0,0.0,-1.3490497529374856,0,,,,,,,0,0.0,0.0,,,1.7875725260027142,-6.325118748782955,-4.537546222780241,-5.431332485781597,0.39851809134131555
HfSe2,3,-17.99813939565576,187,0,78,1,0,3.3650919482088693,4.080647830074838,-2.1490182364008678e-09,-4.276323873812792e-14,1,4.380249740776928,4.380249740776927,0.3975545718600775,3.288707257317103,7.66895699809403,3.288599229756365,7.668848970533292,0.019315061476733432,0.41686963333681093,0.7530014696974195,1.2733813666496905,0,2,0.0,0.0,0.17357270625610255,-1.175477046681383,0,,,,,,,0,0.0,0.0,,,2.1152631792209284,-7.221692184481245,-5.106429005260316,-6.164060594870781,0.9456229911395138
RuI2,3,-12.309284067429923,164,1,72,0,0,2.810323343580386,3.7477735448659066,-1.444004252047979e-13,-8.370192880548261e-15,1,5.027978191815422,5.027978191815422,0.39251872164205054,0.0318241713347209,5.059802363150143,0.03161002123985033,5.059588213055273,0.00023010144065763373,0.3927488230827082,0.5192389938786256,4.160371714079122,0,2,0.0,0.0,0.10248746994570795,0.036925499288477326,0,,,,,,,0,0.0,0.0,,,1.9877434408213337,-4.620565257626956,-2.632821816805623,-3.6266935372162896,0.9936969146455907
NiS2,3,-16.158384140980687,164,1,72,0,0,2.3508678564505123,3.4682403285034864,6.761238645465868e-11,-5.774190924445022e-15,1,10.609299653352467,10.609299653352451,0.3554219629061981,0.35628592733700015,10.965585580689467,0.35649014983120014,10.965789803183652,6.40368101775594e-05,0.3554859997163757,0.3256070997119076,0.8376176004077466,0,2,0.0,0.0,0.04895481153873982,-0.251673800260086,0,,,,,,,0,0.0,0.0,,,1.8677373886993,-6.5226320875233,-4.654894698824,-5.58876339317365,0.44963033464307967
PdS2,3,-12.562925855899303,164,1,72,0,0,2.490143666809061,3.4887318117185657,2.623848846742535e-10,-1.099987692929666e-14,1,7.543545956031743,7.543545956031741,0.35677795078752683,0.8366883489915138,8.380234305023256,0.835931700935684,8.379477656967424,3.85331291259094e-05,0.3568164839166527,0.3445279042847811,2.6562169233709154,0,2,0.0,0.0,0.10090480926394936,-0.19558725895665555,0,,,,,,,0,0.0,0.0,,,2.440632536986956,-7.042620334263061,-4.601987797276105,-5.822304065769583,0.5929245311267205
